2584,Moelis & Company,MC,PHP,-169.62,1596649527000
2585,Cimpress N.V,CMPR,CNY,55.57,1607601459000
2586,"Post Holdings, Inc.",POST,ILS,-88.84,1585122007000
2587,"NextEra Energy Partners, LP",NEP,EUR,119.6,1580541548000
2588,"United Continental Holdings, Inc.",UAL,CNY,162.49,1602542822000
2589,"Inovio Pharmaceuticals, Inc.",INO,BRL,-154.85,1603961905000
2590,AT&T Inc.,T,RUB,139.74,1596906566000
2591,"NewStar Financial, Inc.",NEWS,IDR,162.6,1593993944000
2592,News Corporation,NWS,SEK,117.65,1598129310000
2593,Eaton Vance Enhanced Equity Income Fund II,EOS,PHP,-95.72,1597746965000
2594,FirstService Corporation,FSV,CNY,126.99,1598314743000
2595,Voya Prime Rate Trust,PPR,IDR,78.0,1593030735000
2596,SBA Communications Corporation,SBAC,CNY,-159.98,1605627894000
2597,Public Storage,PSA^C,CNY,-139.5,1594756347000
2598,"Civista Bancshares, Inc. ",CIVB,CNY,-31.5,1593341872000
2599,Sumitomo Mitsui Financial Group Inc,SMFG,IDR,-54.02,1607378569000
2600,CME Group Inc.,CME,EUR,75.22,1596510864000
2601,CVB Financial Corporation,CVBF,VND,-168.8,1605836856000
2602,"Syros Pharmaceuticals, Inc.",SYRS,CNY,183.98,1596446854000
2603,Exelon Corporation,EXC,IDR,33.3,1584891107000
2604,BRF S.A.,BRFS,IDR,54.61,1593507337000
2605,"Kinder Morgan, Inc.",KMI,SEK,-122.51,1588447948000
2606,Talend S.A.,TLND,IDR,74.66,1586244088000
2607,Global Indemnity Limited,GBLIZ,UGX,-90.62,1579577133000
2608,Mesa Royalty Trust,MTR,IDR,139.09,1583435699000
2609,"Capricor Therapeutics, Inc.",CAPR,PHP,-61.75,1603453652000
2610,"SeaWorld Entertainment, Inc.",SEAS,CNY,-44.15,1586322758000
2611,Rosetta Genomics Ltd.,ROSG,RUB,-182.86,1601065073000
2612,Horizon Bancorp (IN),HBNC,GTQ,-72.19,1589852709000
2613,Pimco Income Opportunity Fund,PKO,CNY,139.46,1598270090000
2614,Capstone Turbine Corporation,CPST,ETB,-127.18,1599338446000
2615,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,WIA,JOD,57.72,1604348384000
2616,Zions Bancorporation,ZIONZ,CAD,14.66,1592607085000
2617,"Live Nation Entertainment, Inc.",LYV,RUB,-79.03,1598911271000
2618,Legacy Reserves LP,LGCYP,SEK,-83.48,1582133807000
2619,Fomento Economico Mexicano S.A.B. de C.V.,FMX,JMD,196.52,1593149826000
2620,Royal Bank Scotland plc (The),RBS^L,DOP,146.24,1595021378000
2621,"Colony NorthStar, Inc.",CLNS,CNY,-82.23,1606017300000
2622,Digi International Inc.,DGII,THB,-99.81,1585905009000
2623,TOP Ships Inc.,TOPS,MYR,176.68,1581104119000
2624,"SPX FLOW, Inc.",FLOW,XAF,64.34,1598391537000
2625,"Pure Storage, Inc. ",PSTG,CNY,195.99,1598638922000
2626,"Synthetic Fixed-Income Securities, Inc.",GJT,CNY,-122.1,1598607361000
2627,"MSC Industrial Direct Company, Inc.",MSM,AMD,87.09,1602241698000
2628,"Continental Resources, Inc.",CLR,JPY,-109.76,1593077123000
2629,Global X SuperDividend Alternatives ETF,ALTY,MYR,151.73,1593064498000
2630,BLDRS Developed Markets 100 ADR Index Fund,ADRD,SEK,18.96,1582531387000
2631,Gabelli Global Small and Mid Cap Value Trust (The),GGZ,JPY,-120.03,1605293174000
2632,"Lifetime Brands, Inc.",LCUT,EUR,106.68,1583670136000
2633,ECA Marcellus Trust I,ECT,CNY,41.14,1585734538000
2634,"Wynn Resorts, Limited",WYNN,VND,93.24,1599101608000
2635,Opus Bank,OPB,CNY,193.44,1578308295000
2636,"Black Diamond, Inc.",BDE,CNY,-164.16,1599328244000
2637,IRSA Propiedades Comerciales S.A.,IRCP,TJS,-167.69,1579673991000
2638,Alphabet Inc.,GOOG,CNY,17.41,1600073219000
2639,National Energy Services Reunited Corp.,NESRW,COP,-4.6,1599358393000
2640,"NextEra Energy Partners, LP",NEP,USD,-33.53,1585278089000
2641,Cabot Oil & Gas Corporation,COG,CAD,187.56,1600815363000
2642,"Hostess Brands, Inc.",TWNK,CNY,-11.78,1607078522000
2643,Tsakos Energy Navigation Ltd,TNP^E,IDR,115.96,1597344876000
2644,Novadaq Technologies Inc,NVDQ,EUR,-103.94,1602183817000
2645,SVB Financial Group,SIVB,CNY,160.46,1586724307000
2646,"Ross Stores, Inc.",ROST,RSD,86.75,1592702126000
2647,PowerShares S&P SmallCap Consumer Staples Portfolio,PSCC,RUB,38.17,1593038521000
2648,Addus HomeCare Corporation,ADUS,CNY,-91.97,1600895546000
2649,LivaNova PLC,LIVN,CNY,-92.03,1598882736000
2650,Wells Fargo & Company,WFC^P,CNY,198.78,1583738522000
2651,"Aerohive Networks, Inc.",HIVE,IDR,-0.4,1603418314000
2652,Vonage Holdings Corp.,VG,IDR,176.17,1594157980000
2653,"Oncobiologics, Inc.",ONS,RSD,196.53,1592780919000
2654,North Atlantic Drilling Ltd.,NADL,RUB,-63.75,1582508603000
2655,"Saul Centers, Inc.",BFS^C,CNY,-139.0,1595938478000
2656,The Community Financial Corporation,TCFC,UZS,-31.08,1593683385000
2657,Union Bankshares Corporation,UBSH,ETB,191.32,1607630142000
2658,ArcBest Corporation,ARCB,IDR,199.69,1589147006000
2659,"Willamette Valley Vineyards, Inc.",WVVI,IDR,175.83,1608412020000
2660,"America Movil, S.A.B. de C.V.",AMOV,JOD,-70.95,1580801666000
2661,"BCB Bancorp, Inc. (NJ)",BCBP,MYR,74.74,1593768811000
2662,"Hope Bancorp, Inc.",HOPE,USD,154.85,1587295268000
2663,"Oncobiologics, Inc.",ONSIZ,USD,52.17,1580930841000
2664,Piper Jaffray Companies,PJC,TND,73.48,1594708755000
2665,Asbury Automotive Group Inc,ABG,PHP,-177.75,1603077891000
2666,Caesars Entertainment Corporation,CZR,USD,-180.59,1588827793000
2667,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,LDRI,CNY,86.71,1607361202000
2668,iShares Asia 50 ETF,AIA,PHP,-110.53,1608946612000
2669,Limoneira Co,LMNR,CNY,19.0,1602078757000
2670,American Vanguard Corporation,AVD,CNY,166.94,1603797105000
2671,Blueprint Medicines Corporation,BPMC,PLN,185.71,1589696935000
2672,Potbelly Corporation,PBPB,PHP,-144.29,1597180253000
2673,"Destination XL Group, Inc.",DXLG,IDR,-23.61,1595035931000
2674,Cone Midstream Partners LP,CNNX,CNY,-50.88,1603904353000
2675,Extra Space Storage Inc,EXR,CNY,-75.1,1580514653000
2676,"Spectrum Pharmaceuticals, Inc.",SPPI,UAH,-33.89,1580901213000
2677,"Aeglea BioTherapeutics, Inc.",AGLE,KPW,-112.3,1582072318000
2678,"Stericycle, Inc.",SRCLP,PLN,159.74,1590480856000
2679,"Liquidity Services, Inc.",LQDT,RUB,23.14,1581937366000
2680,Northern Trust Corporation,NTRS,CNY,-140.75,1604101420000
2681,Rosehill Resources Inc.,ROSEU,IDR,20.55,1587492555000
2682,Bioblast Pharma Ltd.,ORPN,CNY,98.5,1602178316000
2683,iFresh Inc.,IFMK,EUR,-162.6,1587817210000
2684,Ivy NextShares,IVFVC,NGN,14.29,1601192104000
2685,Invesco Municipal Income Opportunities Trust,OIA,USD,191.19,1578620892000
2686,Guggenheim Taxable Municipal Managed Duration Trst,GBAB,CNY,59.61,1589531365000
2687,ROBO Global Robotics and Automation Index ETF,ROBO,CNY,-13.29,1587208563000
2688,"Cogentix Medical, Inc.",CGNT,JPY,-25.26,1589352224000
2689,magicJack VocalTec Ltd,CALL,ALL,-36.18,1602901999000
2690,Hailiang Education Group Inc.,HLG,JPY,-28.36,1596808140000
2691,Gazit-Globe Ltd.,GZT,IDR,-165.77,1608684300000
2692,"Assurant, Inc.",AIZ,COP,-154.62,1605185068000
2693,Adecoagro S.A.,AGRO,RUB,-93.92,1608799672000
2694,"Akebia Therapeutics, Inc.",AKBA,ZAR,158.67,1580902510000
2695,El Paso Corporation,EP^C,CNY,114.66,1585014728000
2696,J P Morgan Chase & Co,JPM^H,SEK,6.49,1605998678000
2697,"Impax Laboratories, Inc.",IPXL,EUR,-23.21,1604139391000
2698,First Horizon National Corporation,FHN^A,CNY,-180.43,1579400073000
2699,"US Ecology, Inc.",ECOL,CNY,30.85,1592993561000
2700,TESSCO Technologies Incorporated,TESS,CNY,130.33,1578678939000
2701,CrossAmerica Partners LP,CAPL,RUB,-80.72,1592681595000
2702,Darling Ingredients Inc.,DAR,CNY,-154.87,1602785946000
2703,"First Interstate BancSystem, Inc.",FIBK,MNT,-155.55,1601560662000
2704,"Niagara Mohawk Holdings, Inc.",NMK^B,BRL,81.5,1605863892000
2705,Southwestern Energy Company,SWNC,EUR,24.63,1593701089000
2706,LRAD Corporation,LRAD,MXN,81.8,1581984274000
2707,"Fred's, Inc.",FRED,RUB,95.18,1599343240000
2708,Synovus Financial Corp.,SNV^C,ARS,-73.62,1604436232000
2709,AT&T Inc.,T,CNY,-46.46,1593780769000
2710,Live Ventures Incorporated,LIVE,UAH,-105.23,1579166788000
2711,"IF Bancorp, Inc.",IROQ,CNY,-68.56,1580579756000
2712,"Fulgent Genetics, Inc.",FLGT,PLN,-113.63,1602890195000
2713,DaVita Inc.,DVA,CNY,75.19,1605230187000
2714,Kopin Corporation,KOPN,CNY,-160.28,1602471492000
2715,Validea Market Legends ETF,VALX,PEN,34.25,1588039101000
2716,"China Ceramics Co., Ltd.",CCCL,EUR,130.36,1608955513000
2717,Medley LLC,MDLX,MXN,-132.96,1585801883000
2718,Hess Midstream Partners LP,HESM,LKR,-55.11,1606389349000
2719,"Mitcham Industries, Inc.",MIND,RUB,-81.61,1597500239000
2720,Synnex Corporation,SNX,MYR,148.91,1597616654000
2721,"Versartis, Inc.",VSAR,RUB,-86.27,1598771554000
2722,First Trust Total US Market AlphaDEX ETF,TUSA,HRK,78.82,1605828970000
2723,Stone Energy Corporation,SGY,CNY,191.03,1606854175000
2724,Tenaris S.A.,TS,MGA,-121.35,1583057209000
2725,UNITIL Corporation,UTL,SLL,-166.81,1601341982000
2726,"Huntington Ingalls Industries, Inc.",HII,RUB,153.38,1586870520000
2727,Capital Bank Financial Corp.,CBF,CNY,75.2,1604791283000
2728,Green Plains Partners LP,GPP,RUB,86.96,1581655431000
2729,"Caterpillar, Inc.",CAT,CNY,-166.8,1581004091000
2730,"Gores Holdings II, Inc.",GSHTU,CNY,29.44,1583079062000
2731,Legg Mason Global Infrastructure ETF,INFR,CNY,13.58,1608479074000
2732,Principal Healthcare Innovators Index ETF,BTEC,USD,162.64,1578618042000
2733,Timken Steel Corporation,TMST,BRL,-126.23,1585344123000
2734,Exa Corporation,EXA,BOB,-141.65,1578526247000
2735,The Charles Schwab Corporation,SCHW^B,RUB,1.98,1581134263000
2736,Forum Merger Corporation,FMCIR,UAH,85.99,1593018000000
2737,Vince Holding Corp.,VNCE,CNY,-11.65,1579413516000
2738,Campbell Soup Company,CPB,RUB,57.86,1597128298000
2739,Acushnet Holdings Corp.,GOLF,MXN,157.82,1580378869000
2740,Regal Entertainment Group,RGC,CNY,16.24,1608403180000
2741,PPL Corporation,PPL,CNY,-196.67,1609275143000
2742,"Ra Pharmaceuticals, Inc.",RARX,EUR,59.07,1608752474000
2743,AVX Corporation,AVX,IDR,51.29,1578378451000
2744,Veeco Instruments Inc.,VECO,BRL,-121.61,1606041672000
2745,Western Asset Variable Rate Strategic Fund Inc.,GFY,RUB,-8.5,1597875506000
2746,Hancock Holding Company,HBHC,ARS,-68.89,1597072710000
2747,Nuveen Georgia Quality Municipal Income Fund ,NKG,IDR,-107.8,1584043760000
2748,Kayne Anderson Acquisition Corp.,KAACW,THB,160.19,1593752381000
2749,Duke Energy Corporation,DUK,AFN,-172.34,1590602214000
2750,Luminex Corporation,LMNX,CNY,-131.0,1605239936000
2751,RBC Bearings Incorporated,ROLL,PHP,191.67,1608833611000
2752,"China Green Agriculture, Inc.",CGA,RUB,85.87,1583749925000
2753,"Zillow Group, Inc.",ZG,ILS,-64.14,1585255504000
2754,"First Financial Bankshares, Inc.",FFIN,SEK,-127.77,1584521910000
2755,IntriCon Corporation,IIN,MZN,-146.57,1586946793000
2756,SP Plus Corporation,SP,CAD,52.37,1603660079000
2757,Nabriva Therapeutics AG,NBRV,RUB,-137.08,1596387031000
2758,Voya Global Advantage and Premium Opportunity Fund,IGA,PHP,-129.31,1604168842000
2759,"Manhattan Bridge Capital, Inc",LOAN,EUR,-110.14,1585961956000
2760,PartnerRe Ltd.,PRE^I,EUR,-67.74,1583156064000
2761,Comp En De Mn Cemig ADS,CIG.C,EUR,191.22,1596968550000
2762,"Wheeler Real Estate Investment Trust, Inc.",WHLR,EUR,-171.72,1582564760000
2763,Pyxis Tankers Inc.,PXS,RUB,12.69,1603012464000
2764,"Banc of California, Inc.",BANC^D,AMD,-187.79,1599367590000
2765,Clipper Realty Inc.,CLPR,CNY,-156.61,1601574825000
2766,Gerdau S.A.,GGB,IDR,-93.07,1605372521000
2767,Stone Energy Corporation,SGY,CNY,87.26,1591687178000
2768,"Civista Bancshares, Inc. ",CIVBP,CNY,-174.27,1584401519000
2769,NIC Inc.,EGOV,IDR,-12.95,1580943189000
2770,Citigroup Inc.,C^S,CAD,176.49,1588956567000
2771,Kraton Corporation,KRA,IDR,29.19,1600340183000
2772,Ladder Capital Corp,LADR,UZS,-0.78,1604620293000
2773,The Organics ETF,ORG,PHP,-146.08,1605172972000
2774,"Provident Financial Holdings, Inc.",PROV,LYD,-141.19,1602296156000
2775,"Citrix Systems, Inc.",CTXS,UAH,116.87,1579317587000
2776,"Moxian, Inc.",MOXC,IDR,173.64,1584730385000
2777,Sabre Corporation,SABR,PHP,-145.71,1587018074000
2778,FIRST REPUBLIC BANK,FRC^F,EUR,135.38,1605100734000
2779,Nano Dimension Ltd.,NNDM,EUR,-95.34,1600065796000
2780,Medley Capital Corporation,MCV,PHP,62.09,1602617761000
2781,"Gap, Inc. (The)",GPS,EUR,-122.32,1607446099000
2782,Lam Research Corporation,LRCX,KWD,-91.16,1598997276000
2783,Turtle Beach Corporation,HEAR,IDR,-193.54,1584020733000
2784,"AcelRx Pharmaceuticals, Inc.",ACRX,CZK,165.86,1578062203000
2785,Enbridge Energy Management LLC,EEQ,MMK,-20.15,1587971788000
2786,"National Health Investors, Inc.",NHI,PHP,-8.34,1600906838000
2787,MTGE Investment Corp.,MTGE,SEK,100.99,1603659204000
2788,Royal Bank Of Canada,RY^S,CAD,53.76,1587244160000
2789,"Instructure, Inc.",INST,USD,81.17,1589952355000
2790,Innospec Inc.,IOSP,BWP,92.43,1585764122000
2791,Duff & Phelps Select Energy MLP Fund Inc.,DSE,IDR,-4.89,1602130164000
2792,"WhiteHorse Finance, Inc.",WHF,COP,-43.82,1596260423000
2793,"Republic Bancorp, Inc.",RBCAA,EUR,-88.35,1593797027000
2794,"Guidewire Software, Inc.",GWRE,IQD,129.08,1605775432000
2795,The AES Corporation,AES,EUR,146.39,1602883293000
2796,"Golden Entertainment, Inc.",GDEN,IDR,191.6,1607570833000
2797,TransUnion,TRU,RUB,-140.13,1593966300000
2798,Southern Company (The),SOJA,MXN,-138.88,1596047398000
2799,Nordic American Offshore Ltd,NAO,SEK,-97.39,1605953418000
2800,International Speedway Corporation,ISCA,XOF,196.01,1606359436000
2801,"Aoxin Tianli Group, Inc.",ABAC,EUR,-71.06,1605216797000
2802,"Professional Diversity Network, Inc.",IPDN,EUR,-34.84,1597356106000
2803,Pengrowth Energy Corporation,PGH,BRL,73.68,1596347600000
2804,Foamix Pharmaceuticals Ltd.,FOMX,EUR,-178.18,1584835354000
2805,Vipshop Holdings Limited,VIPS,CNY,59.61,1600208702000
2806,Black Hills Corporation,BKH,SEK,114.83,1592875405000
2807,"Sino-Global Shipping America, Ltd.",SINO,JPY,173.94,1579645484000
2808,CarMax Inc,KMX,CNY,107.68,1584808337000
2809,Kayne Anderson Acquisition Corp.,KAAC,PHP,-39.23,1596965973000
2810,"First Bancorp, Inc (ME)",FNLC,IRR,99.4,1600427043000
2811,Unit Corporation,UNT,BRL,164.8,1595115719000
2812,NetSol Technologies Inc.,NTWK,IDR,117.76,1588840551000
2813,"EZCORP, Inc.",EZPW,XOF,189.49,1579578689000
2814,Egalet Corporation,EGLT,PHP,-160.46,1577951933000
2815,Eros International PLC,EROS,VND,122.6,1578064527000
2816,John Hancock Preferred Income Fund III,HPS,IDR,81.19,1598182839000
2817,Conduent Incorporated,CNDT,CZK,-26.75,1583871606000
2818,Mimecast Limited,MIME,CNY,-59.03,1582009249000
2819,Evercore Partners Inc,EVR,EUR,-67.88,1598713957000
2820,"Eyegate Pharmaceuticals, Inc.",EYEG,CNY,-166.2,1595683830000
2821,"Legg Mason, Inc.",LMHB,PHP,-186.76,1599626787000
2822,"Retrophin, Inc.",RTRX,CNY,-61.31,1605815280000
2823,U.S. Bancorp,USB^M,CNY,-30.56,1591763821000
2824,Dorian LPG Ltd.,LPG,PHP,-87.49,1604759881000
2825,Qiagen N.V.,QGEN,CNY,74.6,1605535681000
2826,The Gabelli Healthcare & Wellness Trust,GRX^B,BRL,195.33,1581571105000
2827,"WhiteHorse Finance, Inc.",WHF,MNT,-144.36,1582926267000
2828,HollyFrontier Corporation,HFC,IDR,-89.6,1589828261000
2829,iShares Fallen Angels USD Bond ETF,FALN,EUR,159.26,1595076379000
2830,Chesapeake Lodging Trust,CHSP^A.CL,EUR,-72.01,1596473594000
2831,Entravision Communications Corporation,EVC,KZT,-114.52,1601861777000
2832,"Ennis, Inc.",EBF,EUR,-178.07,1606998866000
2833,"Nexeo Solutions, Inc.",NXEO,RUB,115.16,1586015968000
2834,DAVIDsTEA Inc.,DTEA,GTQ,-51.28,1602660838000
2835,"Nautilus Group, Inc. (The)",NLS,CNY,-174.75,1587183383000
2836,"BCE, Inc.",BCE,IDR,174.9,1582575298000
2837,Grupo Aval Acciones y Valores S.A.,AVAL,NOK,-4.9,1581170623000
2838,PowerShares DWA Tactical Sector Rotation Portfolio,DWTR,CNY,-147.03,1590611025000
2839,Foamix Pharmaceuticals Ltd.,FOMX,SYP,4.53,1587021952000
2840,Lattice Semiconductor Corporation,LSCC,RUB,154.4,1586986479000
2841,"Patrick Industries, Inc.",PATK,CUP,-89.55,1599712612000
2842,"Taubman Centers, Inc.",TCO^J,CAD,103.44,1577861804000
2843,"Casella Waste Systems, Inc.",CWST,RUB,-99.51,1594861670000
2844,"Dillard's, Inc.",DDT,COP,30.6,1600407485000
2845,Magellan Midstream Partners L.P.,MMP,MXN,-99.67,1579685664000
2846,"CoreCivic, Inc.",CXW,PLN,-178.22,1608151414000
2847,Concord Medical Services Holdings Limited,CCM,BRL,159.7,1583066477000
2848,VictoryShares US 500 Enhanced Volatility Wtd ETF,CFO,HNL,-175.47,1578876650000
2849,U.S. Bancorp,USB^O,UAH,169.95,1593960757000
2850,RH,RH,USD,149.6,1604267410000
2851,Kimco Realty Corporation,KIM^K,CNY,-9.36,1598713048000
2852,Tonix Pharmaceuticals Holding Corp.,TNXP,CNY,165.92,1597947199000
2853,"America Movil, S.A.B. de C.V.",AMX,PEN,146.13,1578146328000
2854,Medallion Financial Corp.,MFINL,PEN,-54.11,1590726999000
2855,NASDAQ TEST STOCK,NTEST.A,CNY,-27.62,1578884549000
2856,Nuveen Minnesota Quality Municipal Income Fund,NMS,PHP,-179.18,1601327558000
2857,Gencor Industries Inc.,GENC,CNY,23.73,1580111731000
2858,"ONEOK Partners, L.P.",OKS,RUB,-67.68,1604120808000
2859,"eHealth, Inc.",EHTH,IDR,-27.21,1592765465000
2860,"Eldorado Resorts, Inc.",ERI,CUP,1.5,1579139124000
2861,United Microelectronics Corporation,UMC,BRL,-78.82,1580092976000
2862,AlphaMark Actively Managed Small Cap ETF,SMCP,CNY,-9.56,1597499934000
2863,"Nutanix, Inc.",NTNX,RUB,-149.14,1598848378000
2864,OM Asset Management plc,OMAA,RUB,91.37,1601823894000
2865,Anavex Life Sciences Corp.,AVXL,CNY,160.57,1601745255000
2866,First Trust Senior Floating Rate 2022 Target Term Fund,FIV,HNL,-59.71,1579920724000
2867,Central Garden & Pet Company,CENT,PHP,-19.67,1597884945000
2868,"Blackrock MuniYield Michigan Quality Fund, Inc.",MIY,KZT,64.69,1600887941000
2869,LyondellBasell Industries NV,LYB,PEN,80.92,1583153261000
2870,Kilroy Realty Corporation,KRC,EUR,-84.68,1579810607000
2871,Camtek Ltd.,CAMT,THB,-193.54,1590755130000
2872,"Biolase, Inc.",BIOL,ARS,18.24,1586768560000
2873,"PNM Resources, Inc. (Holding Co.)",PNM,IDR,-44.84,1585468963000
2874,Abeona Therapeutics Inc.,ABEO,JPY,-90.05,1604482800000
2875,Trans World Entertainment Corp.,TWMC,IDR,-131.58,1605356938000
2876,"Delaware Investments Dividend & Income Fund, Inc.",DDF,CNY,193.02,1589579344000
2877,Nomura Holdings Inc ADR,NMR,KES,178.58,1598184099000
2878,"EnerNOC, Inc.",ENOC,CNY,108.29,1589574659000
2879,Euronav NV,EURN,CZK,-101.68,1604678253000
2880,PowerShares Water Resources Portfolio,PHO,NZD,133.04,1600058831000
2881,"Astec Industries, Inc.",ASTE,NPR,144.03,1597084674000
2882,Ducommun Incorporated,DCO,PLN,121.96,1582699710000
2883,Valero Energy Corporation,VLO,IDR,77.08,1602685527000
2884,"Texas Capital Bancshares, Inc.",TCBI,ETB,-104.64,1593029462000
2885,"Halozyme Therapeutics, Inc.",HALO,EUR,-121.5,1605649168000
2886,Liberty Global plc,LBTYB,IDR,-37.29,1607091694000
2887,Zix Corporation,ZIXI,EUR,68.95,1607851613000
2888,TriplePoint Venture Growth BDC Corp.,TPVG,BDT,5.68,1591141531000
2889,Oritani Financial Corp.,ORIT,BRL,-63.99,1604622450000
2890,Eversource Energy,ES,GBP,5.47,1579244380000
2891,Banco Santander Brasil SA,BSBR,RUB,-181.14,1584347093000
2892,"AgroFresh Solutions, Inc.",AGFS,PHP,-21.47,1587302733000
2893,"Sevcon, Inc.",SEV,SEK,-139.18,1606373755000
2894,Nuveen Diversified Dividend and Income Fund,JDD,CNY,-4.99,1605497590000
2895,SuperValu Inc.,SVU,PEN,188.42,1579779828000
2896,RenaissanceRe Holdings Ltd.,RNR,MXN,-138.54,1603528469000
2897,Allegiant Travel Company,ALGT,EUR,-187.33,1603774734000
2898,"Cypress Energy Partners, L.P.",CELP,CNY,-75.58,1581621998000
2899,"Sunstone Hotel Investors, Inc.",SHO^E,VND,108.98,1600868198000
2900,"Hyster-Yale Materials Handling, Inc.",HY,PKR,-19.82,1585201486000
2901,Golar LNG Partners LP,GMLP,CAD,-189.39,1607992047000
2902,Chatham Lodging Trust (REIT),CLDT,PLN,130.75,1593927052000
2903,National Holdings Corporation,NHLDW,IDR,-5.25,1593278258000
2904,"TriNet Group, Inc.",TNET,CNY,115.93,1601505958000
2905,Western Union Company (The),WU,BDT,-74.48,1580490693000
2906,"GAIN Capital Holdings, Inc.",GCAP,EUR,-57.31,1600500968000
2907,"Archrock, Inc.",AROC,UYU,-123.6,1578385944000
2908,Monmouth Real Estate Investment Corporation,MNR,COP,-74.01,1604160579000
2909,United States Steel Corporation,X,YER,85.13,1590277091000
2910,"Spectrum Pharmaceuticals, Inc.",SPPI,RUB,3.89,1603209016000
2911,Cemtrex Inc.,CETXW,PHP,59.21,1597678706000
2912,Diamondrock Hospitality Company,DRH,PAB,-129.01,1586864348000
2913,"Onconova Therapeutics, Inc.",ONTXW,USD,24.19,1580537550000
2914,Royal Bank Scotland plc (The),RBS^F,RUB,-2.74,1600462838000
2915,"Intercept Pharmaceuticals, Inc.",ICPT,CNY,-181.22,1594154326000
2916,Sotherly Hotels LP,SOHOM,BRL,-17.0,1588098701000
2917,ePlus inc.,PLUS,CAD,-103.87,1589508448000
2918,Axis Capital Holdings Limited,AXS^D,EUR,186.39,1580595557000
2919,Vodafone Group Plc,VOD,PHP,-184.51,1599934063000
2920,"Sigma Designs, Inc.",SIGM,UYU,-64.88,1592634255000
2921,"Moneygram International, Inc.",MGI,EUR,-83.35,1601798136000
2922,"Bank of the James Financial Group, Inc.",BOTJ,IDR,-114.88,1602137175000
2923,Northeast Bancorp,NBN,CZK,160.21,1600019850000
2924,Workiva Inc.,WK,MNT,10.94,1600555668000
2925,"Saia, Inc.",SAIA,IRR,-33.91,1578544445000
2926,"On Assignment, Inc.",ASGN,CZK,105.46,1594687350000
2927,Scorpio Tankers Inc.,STNG,PLN,-98.66,1592581352000
2928,"Pacific American Income Shares, Inc.",PAI,EUR,-87.57,1601846384000
2929,"Discovery Communications, Inc.",DISCA,MAD,-71.34,1594496598000
2930,Eastman Kodak Company,KODK.WS.A,BRL,-198.89,1603395734000
2931,Elbit Imaging Ltd.,EMITF,IDR,-73.68,1592861419000
2932,Intel Corporation,INTC,NGN,-103.55,1608819931000
2933,"Benchmark Electronics, Inc.",BHE,USD,-109.23,1590318325000
2934,Quorum Health Corporation,QHC,PHP,1.4,1589257908000
2935,Duke Energy Corporation,DUKH,IDR,-41.06,1598039278000
2936,Otelco Inc.,OTEL,IDR,-145.6,1609168851000
2937,"National American University Holdings, Inc.",NAUH,NZD,186.07,1607932374000
2938,Helen of Troy Limited,HELE,CNY,-121.54,1582164688000
2939,BlackRock California Municipal Income Trust,BFZ,RUB,-103.3,1594490269000
2940,BlackRock Income Trust Inc. (The),BKT,EUR,62.2,1604394793000
2941,Gigamon Inc.,GIMO,VEF,-39.34,1607824784000
2942,"Vivint Solar, Inc.",VSLR,YER,-96.68,1591677367000
2943,Vornado Realty Trust,VNO,RSD,130.28,1604329983000
2944,"Proteon Therapeutics, Inc.",PRTO,CHF,184.38,1581387984000
2945,"P & F Industries, Inc.",PFIN,CNY,142.69,1583261029000
2946,TravelCenters of America LLC,TANNI,VND,33.22,1599711251000
2947,iShares 0-5 Year Investment Grade Corporate Bond ETF,SLQD,BWP,159.36,1588415769000
2948,Pacific Mercantile Bancorp,PMBC,IDR,-123.71,1604045169000
2949,Universal Health Realty Income Trust,UHT,CNY,44.55,1607299560000
2950,"Ottawa Bancorp, Inc.",OTTW,AMD,-11.97,1593844714000
2951,"Atlantic Capital Bancshares, Inc.",ACBI,PHP,132.71,1582692397000
2952,"Gildan Activewear, Inc.",GIL,CNY,-139.33,1581324610000
2953,"Just Energy Group, Inc.",JE^A,EUR,-96.29,1608689213000
2954,"Civitas Solutions, Inc.",CIVI,RUB,-198.7,1606528049000
2955,"Stellar Biotechnologies, Inc.",SBOT,CNY,174.38,1590237649000
2956,First Trust MLP and Energy Income Fund,FEI           ,IDR,164.9,1595048453000
2957,FelCor Lodging Trust Incorporated,FCH,CNY,-156.19,1589108540000
2958,"Blackrock MuniHoldings Fund II, Inc.",MUH,PHP,-181.91,1608317014000
2959,Pacific Continental Corporation (Ore),PCBK,THB,-115.27,1583510001000
2960,Anavex Life Sciences Corp.,AVXL,MAD,-147.99,1578700391000
2961,Geo Group Inc (The),GEO,RUB,-35.78,1595691366000
2962,Adaptimmune Therapeutics plc,ADAP,SEK,32.27,1608294234000
2963,RADA Electronic Industries Ltd.,RADA,CNY,-73.21,1587562046000
2964,Qiagen N.V.,QGEN,USD,111.7,1585601713000
2965,"Beasley Broadcast Group, Inc.",BBGI,CAD,106.11,1606561438000
2966,"NetScout Systems, Inc.",NTCT,IDR,-69.68,1595420821000
2967,"Franklin Resources, Inc.",BEN,CNY,-105.85,1583556892000
2968,National General Holdings Corp,NGHCZ,EUR,-87.99,1587979710000
2969,"Sensus Healthcare, Inc.",SRTS,PLN,-74.1,1596506115000
2970,Costamare Inc.,CMRE^D,PHP,-5.66,1606130729000
2971,VALE S.A.,VALE.P,HRK,-169.74,1588725957000
